num,character,char_slug,emotion,text,input_text,filename
039,주인공(사령관),commander,,네. 백 년이 지났습니다.,네. 백 년이 지났습니다.,commander_039.mp3
040,주인공(사령관),commander,,당신은…?,당신은…?,commander_040.mp3
041,주인공(사령관),commander,,찾았습니다. 설계도 한 권을 가지고 있습니다.,찾았습니다. 설계도 한 권을 가지고 있습니다.,commander_041.mp3
042,주인공(사령관),commander,,예상했다고요?,예상했다고요?,commander_042.mp3
043,주인공(사령관),commander,,광개토대왕.,광개토대왕.,commander_043.mp3
044,백구,baekgu,,"사령관. 기상하세요. 에너지 잔량 칠 퍼센트 — 이 경보 울리려고, 마지막 한 줌까지 긁어모았어요.","사령관. 기상하세요. 에너지 잔량 칠 퍼센트 — 이 경보 울리려고, 마지막 한 줌까지 긁어모았어요.",baekgu_001.mp3
045,백구,baekgu,,"백 년 삼 개월 십이 일. 그동안 저는 한 번도 전원을 끄지 않았어요. 끄면, 깨워 줄 사람이 없을 것 같아서요.","백 년 삼 개월 십이 일. 그동안 저는 한 번도 전원을 끄지 않았어요. 끄면, 깨워 줄 사람이 없을 것 같아서요.",baekgu_002.mp3
046,백구,baekgu,,"우르사 메이저의 봉쇄, 그대로입니다. 떠날 때보다 오히려 더 조여졌어요.","우르사 메이저의 봉쇄, 그대로입니다. 떠날 때보다 오히려 더 조여졌어요.",baekgu_003.mp3
047,백구,baekgu,,네. 그러니 감상은 나중에 하세요 — 일단 살아야 그 고향에 갑니다. 격납고에 고철 프레임이 흩어져 있어요. 수거하면 멈춘 엔진에 다시 불을 붙일 수 있습니다.,네. 그러니 감상은 나중에 하세요 — 일단 살아야 그 고향에 갑니다. 격납고에 고철 프레임이 흩어져 있어요. 수거하면 멈춘 엔진에 다시 불을 붙일 수 있습니다.,baekgu_004.mp3
048,백구,baekgu,,"볼프 교역소예요. 수퍼비아 내권역의 낡은 정거장 — 그런데 사령관님, 불이 켜져 있어요. 백 년 만에 처음 보는 '살아있는' 신호입니다.","볼프 교역소예요. 수퍼비아 내권역의 낡은 정거장 — 그런데 사령관님, 불이 켜져 있어요. 백 년 만에 처음 보는 '살아있는' 신호입니다.",baekgu_005.mp3
049,백구,baekgu,,"버티는 거죠, 우리처럼. 저들에게 중력수정을 싸게 사서 아우레우스에 넘기면 사십 퍼센트 차익 — 첫 자금이에요.","버티는 거죠, 우리처럼. 저들에게 중력수정을 싸게 사서 아우레우스에 넘기면 사십 퍼센트 차익 — 첫 자금이에요.",baekgu_006.mp3
050,백구,baekgu,,"큰 불도 불씨 하나에서 시작해요. 살아남는 게, 반격의 첫 걸음입니다.","큰 불도 불씨 하나에서 시작해요. 살아남는 게, 반격의 첫 걸음입니다.",baekgu_007.mp3
051,백구,baekgu,,"사령관님, 저 안쪽 노인한테서 백 년 묵은 데이터 냄새가 나요. 제가 먼저 가볼게요.","사령관님, 저 안쪽 노인한테서 백 년 묵은 데이터 냄새가 나요. 제가 먼저 가볼게요.",baekgu_008.mp3
052,백구,baekgu,,"설계도 단편 삼분의 일, 골격도예요. 사령관님, 이건 단순한 함선이 아닙니다. 우르사 메이저조차 두려워했던 전설이에요.","설계도 단편 삼분의 일, 골격도예요. 사령관님, 이건 단순한 함선이 아닙니다. 우르사 메이저조차 두려워했던 전설이에요.",baekgu_009.mp3
053,백구,baekgu,,"나머지 두 조각을 모으는 길이, 곧 그 전설을 만나는 길입니다.","나머지 두 조각을 모으는 길이, 곧 그 전설을 만나는 길입니다.",baekgu_010.mp3
054,백구,baekgu,,"마르코 폴로 — 정보 브로커 등록. 허풍인지 진짜인지는, 제가 지켜볼게요.","마르코 폴로 — 정보 브로커 등록. 허풍인지 진짜인지는, 제가 지켜볼게요.",baekgu_011.mp3
055,백구,baekgu,,"아우레우스 내권역이에요. 세금도 규정도 빡빡해요 — 대신 수퍼비아 중력수정은 여기선 희귀품, 비싸게 팔려요.","아우레우스 내권역이에요. 세금도 규정도 빡빡해요 — 대신 수퍼비아 중력수정은 여기선 희귀품, 비싸게 팔려요.",baekgu_012.mp3
056,백구,baekgu,,거북선 설계도 단편 삼분의 이 확보 — 외피 가시 돌기 구조도. 코어 단편 하나만 더면 복원됩니다.,거북선 설계도 단편 삼분의 이 확보 — 외피 가시 돌기 구조도. 코어 단편 하나만 더면 복원됩니다.,baekgu_013.mp3
057,백구,baekgu,,"크리그 소형 삼, 중형 지휘선 일. 그리고 — 민간 광부 일곱 명이 안에 잡혀 있어요. …이건, 마음에 안 들어요.","크리그 소형 삼, 중형 지휘선 일. 그리고 — 민간 광부 일곱 명이 안에 잡혀 있어요. …이건, 마음에 안 들어요.",baekgu_014.mp3
058,백구,baekgu,,"해적 소형 이, 지휘선 일 — 외곽 배치. 제가 먼저 길 열게요.","해적 소형 이, 지휘선 일 — 외곽 배치. 제가 먼저 길 열게요.",baekgu_015.mp3
059,백구,baekgu,,생존 확률 육십이 퍼센트. 이순신 구출 시 크리그 전략 정보 확보 팔십구 퍼센트.,생존 확률 육십이 퍼센트. 이순신 구출 시 크리그 전략 정보 확보 팔십구 퍼센트.,baekgu_016.mp3
060,백구,baekgu,,"사실은, 사령관님이랑이면 백 퍼센트라고 적고 싶었어요. …그냥요.","사실은, 사령관님이랑이면 백 퍼센트라고 적고 싶었어요. …그냥요.",baekgu_017.mp3
061,백구,baekgu,,"말로 통할 상대가 아니에요. 전투 모드 전환, 적 세 기 포착.","말로 통할 상대가 아니에요. 전투 모드 전환, 적 세 기 포착.",baekgu_018.mp3
062,백구,baekgu,,"우주어 자동 번역 활성화. …백 년입니다, 장군님.","우주어 자동 번역 활성화. …백 년입니다, 장군님.",baekgu_019.mp3
063,백구,baekgu,,SW일 무기 세트 + SA일 장갑 세트 자동 장착 완료. 화력 대폭 상승.,SW일 무기 세트 + SA일 장갑 세트 자동 장착 완료. 화력 대폭 상승.,baekgu_020.mp3
064,백구,baekgu,,"임무 완료. 다음 항로 — 저항군에게 손을 내밀러 갑니다. 이제, 혼자가 아니에요.","임무 완료. 다음 항로 — 저항군에게 손을 내밀러 갑니다. 이제, 혼자가 아니에요.",baekgu_021.mp3
065,백구,baekgu,,페스작센 외곽 — 약 이백 년 전 좌표의 잔해 신호 감지. 옛 지구 해군 식별 코드 'HMS Victory'.,페스작센 외곽 — 약 이백 년 전 좌표의 잔해 신호 감지. 옛 지구 해군 식별 코드 'HMS Victory'.,baekgu_022.mp3
066,백구,baekgu,,영웅 합류: 호레이쇼 넬슨. 옛 지구 해군 진형 데이터 입수 → 학익진 명중률 +십오 퍼센트.,영웅 합류: 호레이쇼 넬슨. 옛 지구 해군 진형 데이터 입수 → 학익진 명중률 +십오 퍼센트.,baekgu_023.mp3
067,백구,baekgu,,공장 지하 연구동에서 보존 캡슐 발견 — 생체 반응! 살아있어요.,공장 지하 연구동에서 보존 캡슐 발견 — 생체 반응! 살아있어요.,baekgu_024.mp3
068,백구,baekgu,,"임무 완료. 집행관 격파, 이휘소 박사 합류. 이제 캅테인 균열을 지나 — 우르사 메이저의 본거지로 향합니다.","임무 완료. 집행관 격파, 이휘소 박사 합류. 이제 캅테인 균열을 지나 — 우르사 메이저의 본거지로 향합니다.",baekgu_025.mp3
069,백구,baekgu,,"아이젠클로 기함 포착 — 크기 두 배, 장갑 등급 이상. …이 냄새, 적의 우두머리예요. 전 함선, 전투 준비!","아이젠클로 기함 포착 — 크기 두 배, 장갑 등급 이상. …이 냄새, 적의 우두머리예요. 전 함선, 전투 준비!",baekgu_026.mp3
070,백구,baekgu,,캅테인b 균열. 시공이 뒤틀려 있어요. 아우레우스 태양핵 안정화 코어가 없으면 함대가 분해돼요.,캅테인b 균열. 시공이 뒤틀려 있어요. 아우레우스 태양핵 안정화 코어가 없으면 함대가 분해돼요.,baekgu_027.mp3
071,백구,baekgu,,⚠ 좌우 시공축 플러스 마이너스 영쩜삼 변동. 함대 자세 보정 중.,⚠ 좌우 시공축 플러스 마이너스 영쩜삼 변동. 함대 자세 보정 중.,baekgu_028.mp3
072,백구,baekgu,,영웅 합류: A. 아인슈타인. 팔영웅 완전체 — 함대 최종 강화 상태.,영웅 합류: A. 아인슈타인. 팔영웅 완전체 — 함대 최종 강화 상태.,baekgu_029.mp3
073,백구,baekgu,,거북선 + 팔영웅 + 보이드 방어막 해석 장비 + 시공 보정 알고리즘 — 모든 준비 완료.,거북선 + 팔영웅 + 보이드 방어막 해석 장비 + 시공 보정 알고리즘 — 모든 준비 완료.,baekgu_030.mp3
074,백구,baekgu,,"임무 완료. 이제, 마지막입니다 — 제타 레티쿨리, 그리고 지구. 우르사 메이저를 끝장내고, 지구를 되찾으러 갑니다.","임무 완료. 이제, 마지막입니다 — 제타 레티쿨리, 그리고 지구. 우르사 메이저를 끝장내고, 지구를 되찾으러 갑니다.",baekgu_031.mp3
075,백구,baekgu,,제타 레티쿨리. 우르사 메이저 본거지에 도착했어요. 적함 신호 — 총 서른 기 식별.,제타 레티쿨리. 우르사 메이저 본거지에 도착했어요. 적함 신호 — 총 서른 기 식별.,baekgu_032.mp3
076,백구,baekgu,,전투력 일 천만 단위! 하지만 — 거북선과 팔영웅이 함께라면 못할 게 없어요.,전투력 일 천만 단위! 하지만 — 거북선과 팔영웅이 함께라면 못할 게 없어요.,baekgu_033.mp3
077,백구,baekgu,,사령관. 백 년 삼 개월 십이 일 동안 — 당신을 기다린 보람이 있었어요.,사령관. 백 년 삼 개월 십이 일 동안 — 당신을 기다린 보람이 있었어요.,baekgu_034.mp3
078,백구,baekgu,,좌표 — 지구. 항법 입력 완료. 가시죠.,좌표 — 지구. 항법 입력 완료. 가시죠.,baekgu_035.mp3
079,백구,baekgu,,이겨야 하는 싸움입니다.,이겨야 하는 싸움입니다.,baekgu_036.mp3
080,백구,baekgu,,사령관… 저도 이제 알겠습니다. 저는 백 년간 당신을 기다리도록 설계된 프로그램이었습니다.,사령관… 저도 이제 알겠습니다. 저는 백 년간 당신을 기다리도록 설계된 프로그램이었습니다.,baekgu_037.mp3
081,백구,baekgu,,십 만 크레딧 무역 실적 보유 팀이 왔습니다.,십 만 크레딧 무역 실적 보유 팀이 왔습니다.,baekgu_038.mp3
082,백구,baekgu,,지금 위치: . 행성 광장에서 퀘스트·상점·주점 이용 가능.,지금 위치: . 행성 광장에서 퀘스트·상점·주점 이용 가능.,baekgu_039.mp3
083,백구,baekgu,,잡파츠 정리 완료. 크레딧 들어왔어.,잡파츠 정리 완료. 크레딧 들어왔어.,baekgu_040.mp3
084,백구,baekgu,,강화 실패... 이 단계 후퇴해서 +이 됐어. 재료를 더 모아서 다시 도전해.,강화 실패... 이 단계 후퇴해서 +이 됐어. 재료를 더 모아서 다시 도전해.,baekgu_041.mp3
085,백구,baekgu,,강화 실패... 다음엔 운이 따르길.,강화 실패... 다음엔 운이 따르길.,baekgu_042.mp3
086,백구,baekgu,,"검은 함선과의 만남 끝났어. 보이드가 선물로 팔콘 척, 신화 설계도 장, 신화 파츠 다섯 종, VC 개, VE 을 남겼어. 보이드 행성 백 퍼센트 투자하면 마지막 시험 열려!","검은 함선과의 만남 끝났어. 보이드가 선물로 팔콘 척, 신화 설계도 장, 신화 파츠 다섯 종, VC 개, VE 을 남겼어. 보이드 행성 백 퍼센트 투자하면 마지막 시험 열려!",baekgu_043.mp3
087,백구,baekgu,,신화급 파츠야! . 상점에서는 절대 못 사는 거야.,신화급 파츠야! . 상점에서는 절대 못 사는 거야.,baekgu_044.mp3
088,백구,baekgu,,설계도 드랍! 설계도야. 재료 모아서 제작소에서 만들어봐!,설계도 드랍! 설계도야. 재료 모아서 제작소에서 만들어봐!,baekgu_045.mp3
089,백구,baekgu,,"넬슨의 일점사야! 전 함대, 한 척에 화력 집중! ATT 두 배!","넬슨의 일점사야! 전 함대, 한 척에 화력 집중! ATT 두 배!",baekgu_046.mp3
090,백구,baekgu,,신화 다섯 종 받았어. 정비소에서 장착해.,신화 다섯 종 받았어. 정비소에서 장착해.,baekgu_047.mp3
091,백구,baekgu,,추가 설계도 — 제작소 가능.,추가 설계도 — 제작소 가능.,baekgu_048.mp3
092,백구,baekgu,,먼저 이 전투부터 끝내야 합니다. 끝나기 전에 도망갈 수도 없어요.,먼저 이 전투부터 끝내야 합니다. 끝나기 전에 도망갈 수도 없어요.,baekgu_049.mp3
093,백구,baekgu,,"사령관, 은 이미 대를 보유 중입니다. 같은 함선을 더 늘려도 함대 다양성이 떨어져 전술적으로 손해예요. 다른 함선을 합류시켜 시너지를 노려야 합니다 — 호위 함선의 특성·무장이 다양해야 적의 약점을 모두 찌를 수 있어요. 다른 함선을 함대에 넣어보세요.","사령관, 은 이미 대를 보유 중입니다. 같은 함선을 더 늘려도 함대 다양성이 떨어져 전술적으로 손해예요. 다른 함선을 합류시켜 시너지를 노려야 합니다 — 호위 함선의 특성·무장이 다양해야 적의 약점을 모두 찌를 수 있어요. 다른 함선을 함대에 넣어보세요.",baekgu_050.mp3
094,백구,baekgu,,치크스 합병 완료. 이제 우리 땅이야.,치크스 합병 완료. 이제 우리 땅이야.,baekgu_051.mp3
095,백구,baekgu,,낙찰. 세금 ₡ 들어온다.,낙찰. 세금 ₡ 들어온다.,baekgu_052.mp3
096,백구,baekgu,,구매 완료.,구매 완료.,baekgu_053.mp3
097,백구,baekgu,,합류. 잘 써.,합류. 잘 써.,baekgu_054.mp3
098,백구,baekgu,,기함 승격. 전투 시 중앙에 배치돼.,기함 승격. 전투 시 중앙에 배치돼.,baekgu_055.mp3
099,백구,baekgu,,충성도 야. 곧 이탈할 수도 있어. 빨리 크루 태워.,충성도 야. 곧 이탈할 수도 있어. 빨리 크루 태워.,baekgu_056.mp3
100,백구,baekgu,,충성도 만렙이야. 이제 한층 더 강해졌어!,충성도 만렙이야. 이제 한층 더 강해졌어!,baekgu_057.mp3
101,백구,baekgu,,충성도가 너무 낮아서 적에게 넘어갔어. 크루를 신경 써야 해.,충성도가 너무 낮아서 적에게 넘어갔어. 크루를 신경 써야 해.,baekgu_058.mp3
102,백구,baekgu,,최고 레벨 보상! 들어왔어.,최고 레벨 보상! 들어왔어.,baekgu_059.mp3
103,백구,baekgu,,파츠 슬롯 추가 완료. 더 강력하게 무장할 수 있어.,파츠 슬롯 추가 완료. 더 강력하게 무장할 수 있어.,baekgu_060.mp3
104,백구,baekgu,,출격 준비 완료. 즉시 전열에 투입.,출격 준비 완료. 즉시 전열에 투입.,baekgu_061.mp3
105,백구,baekgu,,출격! 파츠/크루는 자동 회수했어. 새 함선에 다시 배치해줘.,출격! 파츠/크루는 자동 회수했어. 새 함선에 다시 배치해줘.,baekgu_062.mp3
106,백구,baekgu,,정비소에 ₡에 매각했어. 파츠랑 크루는 잘 챙겨놨고.,정비소에 ₡에 매각했어. 파츠랑 크루는 잘 챙겨놨고.,baekgu_063.mp3
107,백구,baekgu,,의 홀로그램 외피를 형태로 재구성했어. 능력치는 그대로니까 안심해.,의 홀로그램 외피를 형태로 재구성했어. 능력치는 그대로니까 안심해.,baekgu_064.mp3
108,백구,baekgu,,의 홀로그램 외피 해제. 원본 외관으로 돌아왔어.,의 홀로그램 외피 해제. 원본 외관으로 돌아왔어.,baekgu_065.mp3
109,백구,baekgu,,🎉 축하해! 이 + 강화에 성공했어. 능력치가 % 상승!,🎉 축하해! 이 + 강화에 성공했어. 능력치가 % 상승!,baekgu_066.mp3
110,백구,baekgu,,에 탑승. 함선 성능 올라갔어.,에 탑승. 함선 성능 올라갔어.,baekgu_067.mp3
111,백구,baekgu,,팔았어. ₡ 들어왔다. 잘 썼네.,팔았어. ₡ 들어왔다. 잘 썼네.,baekgu_068.mp3
112,백구,baekgu,,으로 이름 바꿨어. 새 출발이네.,으로 이름 바꿨어. 새 출발이네.,baekgu_069.mp3
113,백구,baekgu,,기함 변경. 주의해서 타.,기함 변경. 주의해서 타.,baekgu_070.mp3
114,백구,baekgu,,창고 칸으로 확장.,창고 칸으로 확장.,baekgu_071.mp3
115,백구,baekgu,,이제 최대야!,이제 최대야!,baekgu_072.mp3
116,백구,baekgu,,다음 확장은 더 비싸질 거야.,다음 확장은 더 비싸질 거야.,baekgu_073.mp3
117,백구,baekgu,,샀어. 정비소 → 파츠 → 오른쪽 창고 확장 슬롯에 장착하면 그 함선 화물칸이 + 늘어나.,샀어. 정비소 → 파츠 → 오른쪽 창고 확장 슬롯에 장착하면 그 함선 화물칸이 + 늘어나.,baekgu_074.mp3
118,백구,baekgu,,장착! /척 완료. 전 함선 장착하면 순간이동 가능해.,장착! /척 완료. 전 함선 장착하면 순간이동 가능해.,baekgu_075.mp3
119,백구,baekgu,,합류! 은 하선했어.,합류! 은 하선했어.,baekgu_076.mp3
120,백구,baekgu,,전설 영웅 등장! 대박이야!,전설 영웅 등장! 대박이야!,baekgu_077.mp3
121,백구,baekgu,,전설급이야! 대박!,전설급이야! 대박!,baekgu_078.mp3
122,백구,baekgu,,영웅급 크루 영입!,영웅급 크루 영입!,baekgu_079.mp3
123,백구,baekgu,,크루 영입 완료. 함선에 탑승시켜봐.,크루 영입 완료. 함선에 탑승시켜봐.,baekgu_080.mp3
124,백구,baekgu,,상업 레벨 . 세금 ₡ 들어온다.,상업 레벨 . 세금 ₡ 들어온다.,baekgu_081.mp3
125,백구,baekgu,,가 합류하려 해! 전설급이야. 교체할 크루를 골라봐.,가 합류하려 해! 전설급이야. 교체할 크루를 골라봐.,baekgu_082.mp3
126,백구,baekgu,,가 합류했어! 전설급이야. 함선에 태워봐.,가 합류했어! 전설급이야. 함선에 태워봐.,baekgu_083.mp3
127,백구,baekgu,,세트 아이템이야! . 세트 완성하면 추가 보너스가 붙어.,세트 아이템이야! . 세트 완성하면 추가 보너스가 붙어.,baekgu_084.mp3
128,백구,baekgu,,전설 파츠야! . 상점에서는 못 사는 거야.,전설 파츠야! . 상점에서는 못 사는 거야.,baekgu_085.mp3
129,백구,baekgu,,퀘스트 보상 지급. 크레딧.,퀘스트 보상 지급. 크레딧.,baekgu_086.mp3
130,백구,baekgu,,레벨 보너스 ×배!,레벨 보너스 ×배!,baekgu_087.mp3
131,백구,baekgu,,발견!,발견!,baekgu_088.mp3
132,백구,baekgu,,전설급이네. 대박이다.,전설급이네. 대박이다.,baekgu_089.mp3
133,백구,baekgu,,꽤 좋은 파츠야.,꽤 좋은 파츠야.,baekgu_090.mp3
134,백구,baekgu,,회수 완료. 함대에 추가됐어.,회수 완료. 함대에 추가됐어.,baekgu_091.mp3
135,백구,baekgu,,대박! 이야. 능력치 +% 상승!,대박! 이야. 능력치 +% 상승!,baekgu_092.mp3
136,백구,baekgu,,아쉽지만 이 나왔어. 다시 도전해봐.,아쉽지만 이 나왔어. 다시 도전해봐.,baekgu_093.mp3
137,백구,baekgu,,완성! .,완성! .,baekgu_094.mp3
138,백구,baekgu,,완성! 정비소 파츠창 오른쪽 창고 확장 슬롯에 장착하면 그 함선 화물칸이 + 늘어나.,완성! 정비소 파츠창 오른쪽 창고 확장 슬롯에 장착하면 그 함선 화물칸이 + 늘어나.,baekgu_095.mp3
139,백구,baekgu,,함선 완성! 이야. 편대 확인해봐!,함선 완성! 이야. 편대 확인해봐!,baekgu_096.mp3
140,백구,baekgu,,완성. .,완성. .,baekgu_097.mp3
141,백구,baekgu,,탑승. 이제 그 함선 일쩜이배 강해졌어.,탑승. 이제 그 함선 일쩜이배 강해졌어.,baekgu_098.mp3
142,백구,baekgu,,지구는 봉쇄됐어. ACT 삼에 도달해야 진입할 수 있어!,지구는 봉쇄됐어. ACT 삼에 도달해야 진입할 수 있어!,baekgu_099.mp3
143,백구,baekgu,,항로에서 뭔가 잡혔어. 조심해.,항로에서 뭔가 잡혔어. 조심해.,baekgu_100.mp3
144,백구,baekgu,,⚠️ 이 행성은 아직 해금되지 않았어. 해적을 퇴치해야 시설을 이용할 수 있어!,⚠️ 이 행성은 아직 해금되지 않았어. 해적을 퇴치해야 시설을 이용할 수 있어!,baekgu_101.mp3
145,백구,baekgu,,에서 퀘스트 클리어하면 설계도가 오 퍼센트 확률로 드랍돼. 도전해봐!,에서 퀘스트 클리어하면 설계도가 오 퍼센트 확률로 드랍돼. 도전해봐!,baekgu_102.mp3
146,백구,baekgu,,/개. 이 행성 상점에서 살 수 있어. 제작에 필요해.,/개. 이 행성 상점에서 살 수 있어. 제작에 필요해.,baekgu_103.mp3
147,백구,baekgu,,은 산지야. 상점에서 구할 수 있어. 제작소 재료로 쓰여.,은 산지야. 상점에서 구할 수 있어. 제작소 재료로 쓰여.,baekgu_104.mp3
148,백구,baekgu,,지구는 자유야. 이제부터는 새로운 시대 — 별들이 우리의 친구야. 자유롭게 항해해도 좋아.,지구는 자유야. 이제부터는 새로운 시대 — 별들이 우리의 친구야. 자유롭게 항해해도 좋아.,baekgu_105.mp3
149,백구,baekgu,,메가 충전 완료! 다시 빠르게 진행해 봐.,메가 충전 완료! 다시 빠르게 진행해 봐.,baekgu_106.mp3
150,백구,baekgu,,맥스 치트 적용! 모든 게 풀렸어 — 즐겁게 플레이해!,맥스 치트 적용! 모든 게 풀렸어 — 즐겁게 플레이해!,baekgu_107.mp3
151,백구,baekgu,,응? 뭔가 물어봐야 대답하지.,응? 뭔가 물어봐야 대답하지.,baekgu_108.mp3
152,백구,baekgu,,크레딧 거의 없어. 무역이나 퀘스트로 충전해.,크레딧 거의 없어. 무역이나 퀘스트로 충전해.,baekgu_109.mp3
153,백구,baekgu,,해적들이 강해졌어. 조심해.,해적들이 강해졌어. 조심해.,baekgu_110.mp3
154,백구,baekgu,,해적이 더 강해졌다. 파츠 업그레이드해.,해적이 더 강해졌다. 파츠 업그레이드해.,baekgu_111.mp3
155,백구,baekgu,,해적 전투력 최대치. 최고 장비 갖춰.,해적 전투력 최대치. 최고 장비 갖춰.,baekgu_112.mp3
156,백구,baekgu,,같은 자리에 너무 오래 있으면 해적들이 냄새 맡는다. 다음 턴엔 이동해.,같은 자리에 너무 오래 있으면 해적들이 냄새 맡는다. 다음 턴엔 이동해.,baekgu_113.mp3
157,백구,baekgu,,간신히 따돌렸어. 항로 주의해.,간신히 따돌렸어. 항로 주의해.,baekgu_114.mp3
158,백구,baekgu,,겨우 빠져나왔어. 빨리 이 구역 떠나자.,겨우 빠져나왔어. 빨리 이 구역 떠나자.,baekgu_115.mp3
159,백구,baekgu,,도망쳤어. 다음엔 일찍 움직여.,도망쳤어. 다음엔 일찍 움직여.,baekgu_116.mp3
160,백구,baekgu,,전 함대 워프 엔진 장착 완료! 이제 은하계 어디든 순간이동할 수 있어. 은하계 경로 열어봐!,전 함대 워프 엔진 장착 완료! 이제 은하계 어디든 순간이동할 수 있어. 은하계 경로 열어봐!,baekgu_117.mp3
161,백구,baekgu,,영입 거절. 현재 크루 유지.,영입 거절. 현재 크루 유지.,baekgu_118.mp3
