clip,line_text,recognized
baekgu_091.mp3,회수 완료. 함대에 추가됐어.,해수 완료. 함대 추가됐어.
baekgu_092.mp3,대박! 이야. 능력치 +% 상승!,대박이야. 능력치 상승.
baekgu_093.mp3,아쉽지만 이 나왔어. 다시 도전해봐.,아쉽지만 일반 등급이 나왔어. 다시 도전해봐.
baekgu_094.mp3,완성! .,완성!
baekgu_095.mp3,완성! 정비소 파츠창 오른쪽 창고 확장 슬롯에 장착하면 그 함선 화물칸이 + 늘어나.,완성! 정비소 파츠창 오른쪽 창고 확장 슬롯에 장착하면 그 함선 화물칸이 늘어나.
baekgu_096.mp3,함선 완성! 이야. 편대 확인해봐!,함선 완성이야. 편대 확인해봐.
baekgu_097.mp3,완성. .,완성.
baekgu_098.mp3,탑승. 이제 그 함선 1.2배 강해졌어.,탑승! 이제 그 함선 일 점 이배 강해졌어.
baekgu_099.mp3,지구는 봉쇄됐어. ACT 3에 도달해야 진입할 수 있어!,지구는 봉쇄됐어. 조금 더 진행해야 도달해야 진입할 수 있어.
baekgu_100.mp3,항로에서 뭔가 잡혔어. 조심해.,항로에서 뭔가 잡혔어. 조심해.
baekgu_101.mp3,⚠️ 이 행성은 아직 해금되지 않았어. 해적을 퇴치해야 시설을 이용할 수 있어!,이 행성은 아직 해금되지 않았어. 해적을 퇴치해야 시설을 이용할 수 있어.
baekgu_102.mp3,에서 퀘스트 클리어하면 설계도가 5% 확률로 드랍돼. 도전해봐!,퀘스트 클리어 하면 설계도가 오퍼센트 확률로 드랍돼. 도전해봐.
baekgu_103.mp3,/개. 이 행성 상점에서 살 수 있어. 제작에 필요해.,이 행성 상점에서 살 수 있어. 설계도 제작에 필요해.
baekgu_104.mp3,은 산지야. 상점에서 구할 수 있어. 제작소 재료로 쓰여.,이건 상점에서 구할 수 있어. 제적 소재료로 쓰여.
baekgu_105.mp3,지구는 자유야. 이제부터는 새로운 시대 — 별들이 우리의 친구야. 자유롭게 항해해도 좋아.,지구는 자유야. 이제부터는 새로운 시대 별들이 우리의 친구야. 자유롭게 항해해도 좋아.
baekgu_106.mp3,메가 충전 완료! 다시 빠르게 진행해 봐.,메가 충전 완료! 다시 빠르게 진행해봐.
baekgu_107.mp3,맥스 치트 적용! 모든 게 풀렸어 — 즐겁게 플레이해!,맥스 치트 적용. 모든 게 풀렸어. 즐겁게 플레이해.
baekgu_108.mp3,응? 뭔가 물어봐야 대답하지.,응? 뭔가 물어봐야 대답하지.
baekgu_109.mp3,크레딧 거의 없어. 무역이나 퀘스트로 충전해.,크레딧 거의 없어. 무역이나 퀘스트로 충전해.
baekgu_110.mp3,해적들이 강해졌어. 조심해.,해적들이 강해졌어. 조심해.
baekgu_111.mp3,해적이 더 강해졌다. 파츠 업그레이드해.,해적이 더 강해졌다. 타치 업그레이드해.
baekgu_112.mp3,해적 전투력 최대치. 최고 장비 갖춰.,해적 전투력 최대치. 최고 장비 가챠.
baekgu_113.mp3,같은 자리에 너무 오래 있으면 해적들이 냄새 맡는다. 다음 턴엔 이동해.,같은 자리에 너무 오래 있으면 해적들이 냄새 맡는다. 다음 턴엔 이동해.
baekgu_114.mp3,간신히 따돌렸어. 항로 주의해.,관심이 따돌렸어. 항로 주의해.
baekgu_115.mp3,겨우 빠져나왔어. 빨리 이 구역 떠나자.,겨우 빠져나왔어. 빨리 이 구역 떠나자.
baekgu_116.mp3,도망쳤어. 다음엔 일찍 움직여.,도망쳤어. 다음엔 일찍 움직여.
baekgu_117.mp3,전 함대 워프 엔진 장착 완료! 이제 은하계 어디든 순간이동할 수 있어. 은하계 경로 열어봐!,전 함대 워프 엔진 장착 완료. 이제 은하계 어디든 순간이동 할 수 있어. 은하계 경로 열어봐.
baekgu_118.mp3,영입 거절. 현재 크루 유지.,영입 거절. 현재 크루 유지.
baekgu_119.mp3,보이드 크리스탈이야! 우르사 메이저 보스전 진입 재료. 이걸로 한 번 더 도전 가능!,보이드 크리스탈이야. 우루사 메이저 보스전 진입 재료. 이걸로 한 번 더 도전 가능.
baekgu_120.mp3,전설 동료 영입 거절. 현재 크루 유지.,전설 동료 영입 거절. 현재 크루 유지.
baekgu_121.mp3,잔해 신호 듣고 해적들이 추가로 몰려왔다! 조심해.,자네 신호 듣고 해적들이 추가로 몰려왔다. 조심해.
baekgu_122.mp3,탐색 시작. 잔해 구역 접근 중.,탐색 시작. 자네 구역 접근 중.
baekgu_123.mp3,이번엔 없네. 다시 탐색해봐.,이번엔 없네. 다시 탐색해봐.
baekgu_124.mp3,이번엔 별다른 게 없네. 다시 시도해봐.,이번엔 별다른 게 없네. 다시 시도해봐.
baekgu_125.mp3,잔해 탐색 완료. 퀘스트 보상 받아.,자네 탐색 완료. 퀘스트 보상 받아.
baekgu_126.mp3,소문 하나 — 전설의 영웅 이 에서 목격됐대요. 그 행성 퀘스트를 진행하면 만날 수 있을 거예요!,"소문 하나, 전설의 영웅이 복각됐대요. 그 행성 퀘스트를 진행하면 만날 수 있을 거예요."
baekgu_127.mp3,잔해 일부 발견. 계속 탐색해야 해.,자네 일부 발견. 계속 탐색해야 해.
baekgu_128.mp3,목적지 도착. 퀘스트 탭에서 보상 받아.,목적지 도착. 퀘스트 탭에서 보상 받아.
baekgu_129.mp3,빌려줄게. 빨리 갚아.,빌려줄게. 빨리 갚아.
baekgu_130.mp3,제작 중이야... 잠깐만 기다려.,제작 중이야. 잠깐만 기다려.
baekgu_131.mp3,매수 의뢰 보고 완료. 보상 받으러 가자.,매수 의뢰 보고 완료! 보상 받으러 가자.
baekgu_132.mp3,입찰 경쟁에서 졌어. 더 높게 써야 했는데.,입찰 경쟁에서 졌어. 더 높게 써야 했는데.
baekgu_133.mp3,통행세 내고 무사 통과! 안전이 최우선이지~,품 행사하고 무사 통과! 안정이 최우선이지.
baekgu_134.mp3,"소행성대 돌파야! 방향키나 마우스로 회피, Shift로 레이저, Ctrl로 미사일! 50초 버텨!","소행성 내 돌파야. 방향키나 마우스로 회피, 쉬프트로 레이저, 컨트롤로 미사일 오십초 버텨."
baekgu_135.mp3,블랙홀로 가는 진입로는 치크스 행성 근처에서만 열려. 치크스 행성이나 그 인접 행성으로 이동한 뒤 다시 시도해.,블랙홀로 가는 진입로는 치크스 행성 근처에서만 열려. 치크스 행성이나 그 인접 행성으로 이동한 뒤 다시 시도해.
baekgu_136.mp3,저긴 은하 중심의 블랙홀... 먼저 지구를 해방해야 실마리가 잡힐 거야.,저긴 은하중심의 블랙홀. 먼저 우루사 메이저를 격파해야 실마리가 잡힐 거야.
baekgu_137.mp3,지구다... 우르사 메이저가 우리를 기다리고 있어. 모든 화력 준비!,지구다. 우루사 메이저가 우리를 기다리고 있어. 모든 화력 준비.
baekgu_138.mp3,지구다... 우르사 메이저가 기다린다. 모든 화력 준비!,지구는 봉쇄됐어. 마켓 함에 도달해야 진입할 수 있어. 지구다. 우루사 메이저가 기다린다. 뭐든 화력 준비.
baekgu_139.mp3,이 구역은 지구 저항군 지역이야. 상점에서 난중일기 영인본 구입하면 이순신 영입 가능해.,이 구역은 지구 저항군 지역이야. 상점에서 난중의 영인분 구입하면 이순신 영입 가능해.
baekgu_140.mp3,난중일기 있어. 이 행성에 이순신이 있으면 영입 가능해.,난중일기 있어. 이 행성에 이순신이 있으면 영입 가능해.
baekgu_141.mp3,한발 물러섰어. 충분히 강해진 후 다시 도전해도 돼.,한 발 물러섰어. 충분히 강해진 후 다시 도전해도 돼.
baekgu_142.mp3,통행료 냈어. 자존심은 상하지만 함선은 멀쩡하잖아. 다음엔 박살내자.,톤앤 요 됐어. 자존심은 상하지만 함선은 멀쩡하잖아. 다음엔 박살내자.
baekgu_143.mp3,도망쳤어. 다음엔 더 강해진 다음에 부딪치자.,도망쳤어. 다음엔 더 강해진 다음에 부딪치자.
baekgu_144.mp3,학익진이다! 함대가 양 날개로 포위! 적을 가운데로 몰아넣어. 화력 3배 폭격!,하기 찐이다. 함대가 양갈개로 포위. 적을 가운데로 몰아넣어. 화력 세배 폭격.
baekgu_145.mp3,아인슈타인의 상대성 이론! 시간축이 휘어진다! 적은 한 번 맞는데 우린 네 번 친다.,아인슈타인의 상대성이론. 시간축이 휘어진다. 적은 한 번 맞는데 우린 네 번 친다.
baekgu_146.mp3,테슬라의 전자기 초공간! 함선 무기가 번개로 변했어! 폭딜의 시작!,테슬라의 전자기 초공간 함선 무기가 번개로 변했어. 폭격을 시작.
baekgu_147.mp3,제네시스 임펙트! 영웅들의 의지가 한 점에 모였어! 적은 시공간에서 사라진다.,제니시스 임팩트 영웅들의 의지가 한 점에 모였어. 적은 시공간에서 사라진다.
baekgu_148.mp3,데스티네이션 어스!! 8명 영웅의 의지 + 100년 봉쇄를 깬 인류의 분노! 화력 10배! 적은 사라진다 — 우주의 정의를 보여줘!,데스티네이션 어스 여덟 명 영웅의 의지 백 년 봉쇄를 깬 인류의 분노. 화력 열 배. 적은 사라진다. 우주의 정의를 보여줘.
baekgu_149.mp3,보이드 페이즈 강제 해금됨. 제타 레티쿨리로 이동해서 광장 → 제독 의뢰 확인해봐!,보이드 페이지 강제 해금됨. 제타 레티클리로 이동해서 광장 제독의를 확인해봐.
baekgu_150.mp3,보이드가 마지막 시험을 위해 ✦ 보이드의 창을 남겼어. 정비소에서 함선에 장착해 — 최종 결전에서 1대씩 즉시 파괴 가능해.,보이드가 마지막 시험을 위해 보이드의 창을 남겼어. 정비소에서 함선을 장착해 최종 결전에서 한 대씩 즉시 파괴 가능해.
baekgu_151.mp3,"보이드가 인류 역사상 가장 위대한 5척을 깨워냈어! 능력치는 동일, HP는 두 배. 우리 전술이 답이다 — 일점사부터!",보이드가 인류 역사상 가장 위대한 다섯 척을 깨워냈어. 능력치는 동일 체력은 두 배. 우리 전술이 답이다. 일 점 사부터.
baekgu_152.mp3,"8인의 전설이 모두 모였어요, 사령관! 이제 지구로 향할 준비가 됐습니다.","팔인의 전설이 모두 모였어요, 사령관. 이제 지구로 향할 준비가 됐습니다."
baekgu_153.mp3,백구의 일기,백구의 일기
baekgu_154.mp3,백구,백구.
baekgu_155.mp3,거북선이다! 이순신의 그 함선! 지구 해방 보스전 입장 조건 충족이야!,거북선이다. 이순신의 그 함선. 지구 해방 보수전 입장 조건 충족이야.
baekgu_156.mp3,세 단편이 하나로! 이건 그냥 거북선이 아니야 — 불멸의 거북선이라고! 우르사 메이저도 이걸 보면 떨걸.,최 단편이 하나로 이건 그냥 거북선이 아니야. 불멸의 거북선이라고. 우루사 메이저도 이걸 보면 떨걸.
baekgu_157.mp3,이동 완료. 다음 목표 정해.,이동 완료. 다음 목표 정해.
baekgu_158.mp3,워프 성공.,워프 성공!
baekgu_159.mp3,이겼어. 당연한 거 아닌가.,이겼어. 당연한 거 아닌가?
baekgu_160.mp3,크레딧 벌었다.,크레딧 벌었다.
baekgu_161.mp3,졌어. 다시 해.,졌어. 다시 해.
baekgu_162.mp3,포기하면 안 돼.,해. 포기하면 안 돼.
baekgu_163.mp3,영웅 등급! 쓸만하겠는데.,영웅 등급 쓰일 만하겠는데.
baekgu_164.mp3,전설 등급이다!,전설 등급이다.
baekgu_165.mp3,크레딧 부족해. 무역해.,크레딧 부족해. 무역으로 모아야 해.
baekgu_166.mp3,내가 경고했잖아. 싸워!,내가 경고했잖아. 싸워.
