num,character,char_slug,emotion,text,input_text,filename
039,아이젠클로,eisenklau,,아니야. 보이드 군주의 의지는 — 나 하나가 아니야. 우르사 메이저는 그분의 손발 중 하나에 불과해.,아니야. 보이드 군주의 의지는 — 나 하나가 아니야. 우르사 메이저는 그분의 손발 중 하나에 불과해.,sample3_eisenklau_3.mp3
040,볼프 노인,wolfelder,,"당신 눈빛, 그 사람과 똑같군. 백 년 전, 모두가 도망칠 때 혼자 함대를 돌려세운 옛 지구의 한 제독이 있었소. 이걸 맡기며 그랬지 — ""언젠가 알아볼 사람이 온다""고.","당신 눈빛, 그 사람과 똑같군. 백 년 전, 모두가 도망칠 때 혼자 함대를 돌려세운 옛 지구의 한 제독이 있었소. 이걸 맡기며 그랬지 — ""언젠가 알아볼 사람이 온다""고.",sample3_wolfelder_1.mp3
041,볼프 노인,wolfelder,,그건 나도 모르오. 허나 나머지 도면을 따라가면 — 그를 만나게 될 거요.,그건 나도 모르오. 허나 나머지 도면을 따라가면 — 그를 만나게 될 거요.,sample3_wolfelder_2.mp3
042,아오리,aori,,프록시마B에서? 그 차가운 궤도에서 살아 돌아온 사람은 네가 처음이야. 다들 거기서 잊혀지는데.,프록시마B에서? 그 차가운 궤도에서 살아 돌아온 사람은 네가 처음이야. 다들 거기서 잊혀지는데.,sample3_aori_1.mp3
043,아오리,aori,,허. 뭘 팔 거요?,허. 뭘 팔 거요?,sample3_aori_2.mp3
044,레인저 맥시모프,maximoff,,"우리 저항군은 지구에서 쫓겨난 사람들이에요. 치크스-우르사 메이저가 지구를 봉쇄하고 크리그가 항로를 장악하기 전, 이순신 장군과 함께 맞서 싸웠던 선조들의 후손이죠. 사백 년 전 이 방공호를 파고 — 여기서 나고, 여기서 잃었어요. 내 아내도, 두 아이도. 그래서 난 지구를 되찾는 걸 멈출 수 없어요. 그건… 가족을 되찾는 일이니까.","우리 저항군은 지구에서 쫓겨난 사람들이에요. 치크스-우르사 메이저가 지구를 봉쇄하고 크리그가 항로를 장악하기 전, 이순신 장군과 함께 맞서 싸웠던 선조들의 후손이죠. 사백 년 전 이 방공호를 파고 — 여기서 나고, 여기서 잃었어요. 내 아내도, 두 아이도. 그래서 난 지구를 되찾는 걸 멈출 수 없어요. 그건… 가족을 되찾는 일이니까.",sample3_maximoff_1.mp3
045,레인저 맥시모프,maximoff,,살아남은 것만으론 부족했어요. 지금 크리그가 보급망에 첩자를 심어 우리 내부를 흔들고 있어요. 믿을 수 있는 동료가 절실해요.,살아남은 것만으론 부족했어요. 지금 크리그가 보급망에 첩자를 심어 우리 내부를 흔들고 있어요. 믿을 수 있는 동료가 절실해요.,sample3_maximoff_2.mp3
046,레인저 맥시모프,maximoff,,연대의 증표를 먼저. 지구 철광석 — 지구의 땅에서 온 것으로 서약하는 게 우리 전통이에요.,연대의 증표를 먼저. 지구 철광석 — 지구의 땅에서 온 것으로 서약하는 게 우리 전통이에요.,sample3_maximoff_3.mp3
047,항법 AI,navai,,"아우레우스 정보 칩 해독 시도 — 실패. 치크스 변조 주파수 감지. 현재 장비로는 불가. …기록: 이 암호, 데이터로만 본 적 있음. 실물은, 처음.","아우레우스 정보 칩 해독 시도 — 실패. 치크스 변조 주파수 감지. 현재 장비로는 불가. …기록: 이 암호, 데이터로만 본 적 있음. 실물은, 처음.",sample3_navai_1.mp3
048,항법 AI,navai,,지구 진입. 봉쇄 해제 — 자유 항해 모드 활성화. 백 년 만의 첫 인류 함대 착륙.,지구 진입. 봉쇄 해제 — 자유 항해 모드 활성화. 백 년 만의 첫 인류 함대 착륙.,sample3_navai_2.mp3
049,치크스 전위대,chiks,,이곳은 치크스 관할 공역. 허가 없는 외래종의 통행은 — 적대 행위로 간주한다.,이곳은 치크스 관할 공역. 허가 없는 외래종의 통행은 — 적대 행위로 간주한다.,sample3_chiks_1.mp3
050,볼칸,volcan,,"그뿐만이 아니다 — 마그마 코어 비축고도 통째로. 당신들이 뭘 만들든, 필요하면 가져가라.","그뿐만이 아니다 — 마그마 코어 비축고도 통째로. 당신들이 뭘 만들든, 필요하면 가져가라.",sample3_volcan_1.mp3
051,철갈고리 보그,borg,,어이 거기 함대. 이 항로는 내 구역이야. 통행료 ₡만 내놓으면 곱게 보내주지.,어이 거기 함대. 이 항로는 내 구역이야. 통행료 ₡만 내놓으면 곱게 보내주지.,sample3_borg_1.mp3
052,밀수왕 카림,karim,,"오, 함선들 좋은데? 흠집 내기 싫으면 ₡만 내. 사업은 사업이니까.","오, 함선들 좋은데? 흠집 내기 싫으면 ₡만 내. 사업은 사업이니까.",sample3_karim_1.mp3
053,치크스 군단장 크라쉬,krash,,인간 주제에 감히 여기까지. 목숨값으로 ₡를 바쳐라. 그럼 오늘은 살려두마.,인간 주제에 감히 여기까지. 목숨값으로 ₡를 바쳐라. 그럼 오늘은 살려두마.,sample3_krash_1.mp3
054,현상금 사냥꾼 베일,veil,,"네 목에 걸린 현상금보다 ₡가 싸게 먹히겠지? 자, 선택해.","네 목에 걸린 현상금보다 ₡가 싸게 먹히겠지? 자, 선택해.",sample3_veil_1.mp3
055,약탈자 도르가,dorga,,함선이 아깝지 않냐? ₡ 내면 못 본 척 해주마. 거절하면… 후회할걸.,함선이 아깝지 않냐? ₡ 내면 못 본 척 해주마. 거절하면… 후회할걸.,sample3_dorga_1.mp3
056,반란군 리더 \'볼칸\',etc,,당신들이 저항군과 함께 싸운다는 그 로군. 우리 '스파크'는 크리그 공장 노동자들의 자유 민병대다. 요새 안에 내 동료들이 갇혀 있어.,당신들이 저항군과 함께 싸운다는 그 로군. 우리 '스파크'는 크리그 공장 노동자들의 자유 민병대다. 요새 안에 내 동료들이 갇혀 있어.,sample3_etc_1.mp3
057,반란군 리더 \'볼칸\',etc,,⚠ 워프 신호 확인. 우르사 메이저 본체 + 친위대 열다섯 척 + 치크스 정찰대 열네 척. 총 서른 기.,⚠ 워프 신호 확인. 우르사 메이저 본체 + 친위대 열다섯 척 + 치크스 정찰대 열네 척. 총 서른 기.,sample3_etc_2.mp3
058,반란군 리더 \'볼칸\',etc,,⚠ 우르사 메이저 보이드 방어막 — 영쩜삼초 윈도우 확인. 일점사 가능.,⚠ 우르사 메이저 보이드 방어막 — 영쩜삼초 윈도우 확인. 일점사 가능.,sample3_etc_3.mp3
